Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Channel 17,Channel 18,Channel 19,Channel 20
5198876.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.900000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5201606.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.200000,0.000000,2.000000,2.000000,0.000000,0.200000,-1.000000
5203886.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.900000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5206425.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.500000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5208940.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.500000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5211218.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.900000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5213730.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.500000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5215993.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.900000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5218522.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.500000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5221048.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.500000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5223317.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.900000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5225829.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.500000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5228106.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.900000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5230620.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.500000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
5233145.000000,1500.000000,1500.000000,993.000000,1482.000000,0.000000,0.000000,-4.300000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.500000,0.000000,3.000000,3.000000,0.000000,0.200000,-1.000000
