Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Channel 17,Channel 18,Channel 19,Channel 20
14040386.000000,1500.000000,1500.000000,995.000000,1465.000000,4.500000,12.400000,-8.400000,0.000000,0.000000,0.000000,8.200000,22.900000,-14.500000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14043128.000000,1500.000000,1500.000000,995.000000,1465.000000,4.500000,12.400000,-8.400000,0.000000,0.000000,0.000000,6.800000,19.000000,-12.500000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14045429.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.400000,-8.400000,0.000000,0.000000,0.000000,8.000000,22.500000,-14.300000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14047969.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.400000,-8.400000,0.000000,0.000000,0.000000,7.200000,20.400000,-13.200000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14050503.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.400000,-8.400000,0.000000,0.000000,0.000000,7.200000,20.500000,-13.300000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14052788.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.400000,-8.400000,0.000000,0.000000,0.000000,8.000000,22.600000,-14.300000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14055320.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.400000,-8.400000,0.000000,0.000000,0.000000,7.200000,20.500000,-13.300000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14057658.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.400000,-8.400000,0.000000,0.000000,0.000000,7.800000,22.100000,-14.100000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14060099.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.400000,-8.400000,0.000000,0.000000,0.000000,7.500000,21.200000,-13.600000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14062626.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.400000,-8.400000,0.000000,0.000000,0.000000,7.300000,20.500000,-13.300000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14064908.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.400000,-8.400000,0.000000,0.000000,0.000000,8.000000,22.600000,-14.400000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14067477.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.400000,-8.400000,0.000000,0.000000,0.000000,7.200000,20.200000,-13.100000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14069872.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.300000,-8.400000,0.000000,0.000000,0.000000,7.700000,21.600000,-13.800000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14072252.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.300000,-8.400000,0.000000,0.000000,0.000000,7.700000,21.700000,-13.900000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14074786.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.300000,-8.400000,0.000000,0.000000,0.000000,7.200000,20.400000,-13.300000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14077067.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.300000,-8.400000,0.000000,0.000000,0.000000,8.000000,22.600000,-14.400000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14079601.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.300000,-8.400000,0.000000,0.000000,0.000000,7.200000,20.400000,-13.300000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
14082030.000000,1500.000000,1500.000000,995.000000,1465.000000,4.400000,12.300000,-8.400000,0.000000,0.000000,0.000000,7.500000,21.200000,-13.700000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.200000
