Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Channel 17,Channel 18,Channel 19,Channel 20
32302379.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.300000,-0.400000,0.000000,0.000000,0.000000,5.500000,22.700000,-0.800000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32305128.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.300000,-0.400000,0.000000,0.000000,0.000000,4.600000,18.800000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32307443.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.300000,-0.400000,0.000000,0.000000,0.000000,5.500000,22.200000,-0.800000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32309917.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.300000,-0.400000,0.000000,0.000000,0.000000,5.100000,20.900000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32312474.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.300000,-0.400000,0.000000,0.000000,0.000000,5.000000,20.200000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32314760.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.300000,-0.400000,0.000000,0.000000,0.000000,5.600000,22.600000,-0.800000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32317303.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.000000,20.400000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32319691.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.300000,21.700000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32322082.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.300000,21.700000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32324625.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.000000,20.400000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32326911.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.600000,22.600000,-0.800000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32329498.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.400000,-0.400000,0.000000,0.000000,0.000000,4.900000,20.100000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32331982.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.100000,20.900000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32334289.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.500000,22.500000,-0.800000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32336837.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.000000,20.400000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32339123.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.600000,22.700000,-0.800000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32341663.000000,1500.000000,1500.000000,990.000000,1498.000000,3.100000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.000000,20.500000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32344211.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.000000,20.500000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32346495.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.500000,22.800000,-0.800000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32349041.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.400000,-0.400000,0.000000,0.000000,0.000000,4.900000,20.500000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32351330.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.400000,-0.400000,0.000000,0.000000,0.000000,5.400000,22.700000,-0.800000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32353876.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.500000,-0.400000,0.000000,0.000000,0.000000,4.900000,20.600000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32356425.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.500000,-0.400000,0.000000,0.000000,0.000000,4.900000,20.600000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32358709.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.500000,-0.400000,0.000000,0.000000,0.000000,5.400000,22.900000,-0.800000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
32361256.000000,1500.000000,1500.000000,990.000000,1498.000000,3.000000,12.500000,-0.400000,0.000000,0.000000,0.000000,4.800000,20.700000,-0.700000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.200000
