Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Channel 17,Channel 18,Channel 19,Channel 20
11469432.000000,1500.000000,1500.000000,992.000000,1475.000000,3.900000,13.400000,-6.000000,0.000000,0.000000,0.000000,7.200000,24.700000,-10.300000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.300000
11472172.000000,1500.000000,1500.000000,992.000000,1475.000000,3.900000,13.400000,-6.000000,0.000000,0.000000,0.000000,6.000000,20.600000,-8.900000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.300000
11474467.000000,1500.000000,1500.000000,992.000000,1475.000000,3.900000,13.400000,-6.000000,0.000000,0.000000,0.000000,7.100000,24.400000,-10.200000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.300000
11477006.000000,1500.000000,1500.000000,992.000000,1475.000000,3.900000,13.400000,-6.000000,0.000000,0.000000,0.000000,6.400000,22.200000,-9.400000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.300000
11479424.000000,1500.000000,1500.000000,992.000000,1475.000000,3.900000,13.500000,-6.000000,0.000000,0.000000,0.000000,6.800000,23.300000,-9.800000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.300000
11481785.000000,1500.000000,1500.000000,992.000000,1475.000000,4.000000,13.500000,-6.000000,0.000000,0.000000,0.000000,7.000000,23.900000,-10.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.300000
11484319.000000,1500.000000,1500.000000,992.000000,1475.000000,4.000000,13.500000,-6.000000,0.000000,0.000000,0.000000,6.500000,22.300000,-9.500000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.300000
11486603.000000,1500.000000,1500.000000,992.000000,1475.000000,4.000000,13.500000,-6.000000,0.000000,0.000000,0.000000,7.200000,24.700000,-10.200000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.300000
11489140.000000,1500.000000,1500.000000,992.000000,1475.000000,4.000000,13.500000,-6.000000,0.000000,0.000000,0.000000,6.500000,22.400000,-9.400000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.300000
11491677.000000,1500.000000,1500.000000,992.000000,1475.000000,4.000000,13.600000,-6.000000,0.000000,0.000000,0.000000,6.500000,22.400000,-9.400000,0.000000,0.000000,0.000000,0.000000,-0.400000,-1.300000
11493971.000000,1500.000000,1500.000000,992.000000,1475.000000,4.000000,13.500000,-6.000000,0.000000,0.000000,0.000000,7.200000,24.700000,-10.200000,0.000000,0.000000,0.000000,0.000000,-0.300000,-1.300000
